"rhi","al.l","ss","or.l","zy.l","ms.l","g","n","ms.r","po.r","mo.r","pr","mio.l","au.r","fmo.l","mso.l","zm.l","mo.l","a","fmo.r","ju.r","ju.l","mp","cr.r","or.r","zy.r","po.l","ns","fmt.r","fmt.l","ale","ft.r","ec.r","ecm.l","al.r","ecm.r","cr.l","cdl.l","mio.r"
0.1,0.06,0.06,0.02,0.08,0.22,0.34,0.22,0.2,0.06,0.02,0.06,0.14,0.08,0.14,0.08,0.02,0.08,0.04,0.14,0.16,0.06,0.04,0.08,0.02,0.06,0.02,0.04,0.08,0.02,0.04,0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.02
