"rhi","al.l","ss","g","n","ms.r","or.l","zy.l","ms.l","mio.l","fmo.l","mo.r","po.r","mso.l","zm.l","au.r","pr","mp","or.r","ju.r","ju.l","mo.l","a","fmo.r","ns","fmt.r","cr.r","po.l","cr.l","cdl.l","ecm.r","zy.r","ec.r","mio.r","ale","ft.r","fmt.l","ecm.l"
0.12,0.04,0.06,0.32,0.24,0.22,0.02,0.1,0.24,0.12,0.08,0.02,0.08,0.06,0.02,0.06,0.04,0.06,0.02,0.16,0.08,0.06,0.04,0.14,0.04,0.12,0.06,0.06,0.02,0.02,0.04,0.08,0.02,0.02,0.04,0.02,0.02,0.02
