"rhi","al.l","ss","g","n","ms.r","or.l","zy.l","ms.l","mio.l","fmo.l","mo.r","po.r","mso.l","zm.l","au.r"
0.2,0.1,0.1,0.4,0.2,0.4,0.1,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1
