"rhi","al.l","ss","g","n","ms.r","or.l","zy.l","ms.l","mio.l","fmo.l","mo.r","po.r","mso.l","zm.l","au.r","pr","mp","or.r","ju.r","ju.l","mo.l","a","fmo.r","ns","fmt.r"
0.2,0.1,0.05,0.4,0.3,0.25,0.05,0.2,0.3,0.1,0.15,0.05,0.05,0.05,0.05,0.15,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05
