"rhi","al.l","ss","g","n","ms.r","or.l","zy.l","ms.l","mio.l","fmo.l","mo.r","po.r","mso.l","zm.l","au.r","pr","mp","or.r","ju.r","ju.l","mo.l","a","fmo.r","ns","fmt.r","cr.r","po.l","cr.l","cdl.l","ecm.r","zy.r","ec.r","mio.r","ale","ft.r","fmt.l","ecm.l","cdl.r","zm.r","al.r","ec.l","mso.r"
0.12,0.04,0.04,0.3,0.31,0.18,0.01,0.08,0.21,0.08,0.07,0.01,0.1,0.06,0.02,0.06,0.03,0.03,0.01,0.11,0.11,0.06,0.03,0.12,0.02,0.1,0.06,0.03,0.02,0.03,0.09,0.1,0.03,0.01,0.08,0.02,0.02,0.06,0.04,0.02,0.03,0.01,0.02
