"rhi","al.l","ss","g","n","ms.r","or.l","zy.l","ms.l","mio.l","fmo.l","mo.r","po.r","mso.l","zm.l","au.r","pr","mp","or.r","ju.r","ju.l","mo.l","a","fmo.r","ns","fmt.r","cr.r","po.l","cr.l","cdl.l","ecm.r","zy.r","ec.r","zy.r.1","ms.l.1","mio.r","ale","ft.r","fmt.l","ecm.l","cdl.r","zm.r","al.r","ec.r.1","al.l.1","ec.l","mso.r","au.l","ft.l"
0.125560538116592,0.0358744394618834,0.0852017937219731,0.20627802690583,0.246636771300448,0.139013452914798,0.00896860986547085,0.0672645739910314,0.219730941704036,0.0403587443946188,0.0493273542600897,0.0358744394618834,0.0941704035874439,0.0852017937219731,0.0179372197309417,0.0358744394618834,0.0269058295964126,0.0717488789237668,0.0269058295964126,0.0941704035874439,0.0807174887892377,0.0672645739910314,0.062780269058296,0.062780269058296,0.0224215246636771,0.0582959641255605,0.031390134529148,0.0896860986547085,0.0448430493273543,0.031390134529148,0.116591928251121,0.0717488789237668,0.00896860986547085,0.00448430493273543,0.00448430493273543,0.0224215246636771,0.103139013452915,0.0134529147982063,0.0269058295964126,0.0717488789237668,0.0986547085201794,0.0358744394618834,0.0134529147982063,0.00448430493273543,0.00448430493273543,0.0179372197309417,0.0762331838565022,0.0269058295964126,0.00448430493273543
