"rhi","al.l","ss","or.l","zy.l","ms.l","g","n","ms.r","po.r","mo.r","pr","mio.l","au.r","fmo.l","mso.l","zm.l","mo.l","a","fmo.r","ju.r","ju.l","mp","cr.r","or.r","zy.r.1","ms.l.1","po.l","ns","fmt.r","fmt.l","ale","ft.r","ec.r","ecm.l","zy.r","al.r","ecm.r","cr.l","cdl.l","mio.r","ju.r.1","cdl.r","zy.l.1","ms.r.1","au.l","mso.r","ecm.l.1","zm.r","ec.l","al.l.1"
0.163551401869159,0.0607476635514019,0.0514018691588785,0.014018691588785,0.0934579439252336,0.144859813084112,0.172897196261682,0.200934579439252,0.191588785046729,0.0794392523364486,0.0186915887850467,0.0420560747663551,0.0654205607476635,0.0560747663551402,0.0747663551401869,0.0841121495327103,0.0280373831775701,0.0560747663551402,0.0607476635514019,0.130841121495327,0.0794392523364486,0.0514018691588785,0.0420560747663551,0.0514018691588785,0.0560747663551402,0.00467289719626168,0.00934579439252336,0.0747663551401869,0.0327102803738318,0.0747663551401869,0.0280373831775701,0.102803738317757,0.0186915887850467,0.0233644859813084,0.0467289719626168,0.11214953271028,0.0186915887850467,0.0981308411214953,0.0186915887850467,0.0420560747663551,0.0327102803738318,0.00467289719626168,0.0373831775700935,0.00467289719626168,0.00467289719626168,0.0373831775700935,0.0373831775700935,0.00467289719626168,0.014018691588785,0.00934579439252336,0.00467289719626168
