"rhi","al.l","ss","or.l","zy.l","ms.l","g","n","ms.r","po.r","mo.r","pr","mio.l","au.r","fmo.l","mso.l","zm.l","mo.l","a","fmo.r","ju.r","ju.l","mp","cr.r","or.r","zy.r.1","ms.l.1","po.l","ns","fmt.r","fmt.l","ale","ft.r","ec.r","ecm.l","zy.r","al.r","ecm.r","cr.l","cdl.l","mio.r","ju.r.1","cdl.r","zy.l.1","ms.r.1","au.l","mso.r"
0.13,0.04,0.06,0.01,0.09,0.16,0.26,0.25,0.19,0.07,0.01,0.05,0.1,0.06,0.08,0.08,0.04,0.07,0.05,0.14,0.12,0.07,0.03,0.09,0.03,0.01,0.02,0.05,0.03,0.1,0.01,0.08,0.02,0.02,0.05,0.09,0.02,0.04,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.02
