"rhi","al.l","ss","or.l","zy.l","ms.l","g","n","ms.r","po.r","mo.r","pr","mio.l","au.r","fmo.l","mso.l","zm.l","mo.l","a","fmo.r","ju.r","ju.l","mp","cr.r","or.r"
0.2,0.1,0.05,0.05,0.2,0.25,0.4,0.3,0.15,0.05,0.05,0.05,0.15,0.15,0.15,0.1,0.05,0.1,0.05,0.05,0.15,0.05,0.05,0.05,0.05
